JS_ID,Com_ID,WE_Role,Proficiency,Domain
62580,52093,Dental Hygienist,Project Management,Business
62580,52093,Dental Hygienist,Programming,Computer Science
62580,8786,Physician Assistant,Problem Solving,Mathematics
62580,97028,Product Marketing Manager,Graphic Design,Design
62580,97028,Product Marketing Manager,Data Analysis,Statistics
62580,97028,Product Marketing Manager,Web Development,Computer Science
62580,97028,Product Marketing Manager,Digital Marketing,Business
62580,97028,Product Marketing Manager,Public Speaking,Communication
62580,70864,Physician Assistant,Data Analysis,Statistics
62580,70864,Physician Assistant,Problem Solving,Mathematics
62580,70864,Physician Assistant,Marketing,Business
1392,34863,Executive Assistant,Data Analysis,Statistics
1392,34863,Executive Assistant,Programming,Computer Science
1392,48079,Social Media Manager,Graphic Design,Design
1392,48079,Social Media Manager,Digital Marketing,Business
1392,48079,Social Media Manager,Project Management,Business
1392,48079,Social Media Manager,Creative Writing,Literature
88218,22020,Lawyer,Data Analysis,Statistics
88218,22020,Lawyer,Digital Marketing,Business
88218,22020,Lawyer,Project Management,Business
88218,22020,Lawyer,Public Speaking,Communication
43999,74230,Public Relations Manager,Data Analysis,Statistics
43999,74230,Public Relations Manager,Graphic Design,Design
43999,74230,Public Relations Manager,Creative Writing,Literature
43999,19218,Operations Manager,Data Analysis,Statistics
43999,19218,Operations Manager,Project Management,Business
70714,42897,Dental Hygienist,Problem Solving,Mathematics
70714,42897,Dental Hygienist,Graphic Design,Design
70714,42897,Dental Hygienist,Web Development,Computer Science
70714,42897,Dental Hygienist,Programming,Computer Science
70714,20995,Environmental Scientist,Problem Solving,Mathematics
70714,20995,Environmental Scientist,Marketing,Business
70714,20995,Environmental Scientist,Programming,Computer Science
31280,15223,Business Development Executive,Data Analysis,Statistics
31280,15223,Business Development Executive,Graphic Design,Design
31280,15223,Business Development Executive,Marketing,Business
31280,94106,IT Manager,Creative Writing,Literature
31280,94106,IT Manager,Programming,Computer Science
59202,70634,User Interface Designer,Programming,Computer Science
59202,8321,HR Coordinator,Marketing,Business
59202,76875,Graphic Artist,Graphic Design,Design
59202,49186,Cybersecurity Engineer,Data Analysis,Statistics
59202,49186,Cybersecurity Engineer,Creative Writing,Literature
50312,79856,Brand Manager,Graphic Design,Design
50312,79856,Brand Manager,Data Analysis,Statistics
50312,79856,Brand Manager,Creative Writing,Literature
50312,79856,Brand Manager,Problem Solving,Mathematics
50312,79856,Brand Manager,Project Management,Business
50312,19052,Brand Strategist,Project Management,Business
50312,19052,Brand Strategist,Creative Writing,Literature
50312,19052,Brand Strategist,Web Development,Computer Science
50312,81829,IT Auditor,Data Analysis,Statistics
50312,5692,Financial Analyst,Project Management,Business
50312,5692,Financial Analyst,Public Speaking,Communication
50312,5692,Financial Analyst,Creative Writing,Literature
50312,18869,Software Developer,Problem Solving,Mathematics
50312,18869,Software Developer,Web Development,Computer Science
11136,79254,IT Support Specialist,Data Analysis,Statistics
11136,79254,IT Support Specialist,Problem Solving,Mathematics
11136,79254,IT Support Specialist,Digital Marketing,Business
55805,49186,Nurse Practitioner,Project Management,Business
55805,49186,Nurse Practitioner,Public Speaking,Communication
55805,49186,Nurse Practitioner,Programming,Computer Science
97595,1539,Physician Assistant,Web Development,Computer Science
97595,49858,Account Coordinator,Digital Marketing,Business
97595,49858,Account Coordinator,Graphic Design,Design
97595,71362,HR Coordinator,Creative Writing,Literature
97595,46976,Investment Advisor,Public Speaking,Communication
97595,46976,Investment Advisor,Web Development,Computer Science
97595,26386,Financial Analyst,Programming,Computer Science
97595,26386,Financial Analyst,Marketing,Business
97595,26386,Financial Analyst,Creative Writing,Literature
97595,26386,Financial Analyst,Web Development,Computer Science
83159,2449,Systems Administrator,Problem Solving,Mathematics
61452,17808,Cybersecurity Analyst,Programming,Computer Science
61452,14363,Logistics Coordinator,Project Management,Business
61452,8539,Human Resources Manager,Project Management,Business
61452,8539,Human Resources Manager,Programming,Computer Science
52323,72737,Financial Auditor,Programming,Computer Science
21226,98302,Environmental Engineer,Digital Marketing,Business
21226,98302,Environmental Engineer,Graphic Design,Design
21226,98302,Environmental Engineer,Public Speaking,Communication
21226,93585,Copywriter,Problem Solving,Mathematics
21226,93585,Copywriter,Creative Writing,Literature
21226,93585,Copywriter,Web Development,Computer Science
21226,23985,Architect,Marketing,Business
21226,23985,Architect,Web Development,Computer Science
21226,30679,Multimedia Artist,Data Analysis,Statistics
21226,30679,Multimedia Artist,Digital Marketing,Business
21226,30679,Multimedia Artist,Marketing,Business
21226,71698,Digital Marketing Manager,Data Analysis,Statistics
21226,71698,Digital Marketing Manager,Digital Marketing,Business
21226,71698,Digital Marketing Manager,Public Speaking,Communication
619,71737,Operations Analyst,Problem Solving,Mathematics
619,71737,Operations Analyst,Project Management,Business
619,71737,Operations Analyst,Creative Writing,Literature
619,71737,Operations Analyst,Web Development,Computer Science
619,55853,Content Writer,Marketing,Business
619,55853,Content Writer,Project Management,Business
11443,56412,Legal Secretary,Public Speaking,Communication
11443,56412,Legal Secretary,Web Development,Computer Science
11443,79254,Nurse Manager,Graphic Design,Design
11443,79254,Nurse Manager,Project Management,Business
11443,79254,Nurse Manager,Programming,Computer Science
55444,4713,Insurance Agent,Project Management,Business
55444,44013,HR Coordinator,Data Analysis,Statistics
55444,44013,HR Coordinator,Graphic Design,Design
55444,44013,HR Coordinator,Web Development,Computer Science
55444,81213,Operations Analyst,Graphic Design,Design
55444,81213,Operations Analyst,Marketing,Business
55444,81213,Operations Analyst,Creative Writing,Literature
55444,213,Purchasing Manager,Data Analysis,Statistics
55444,213,Purchasing Manager,Marketing,Business
55444,213,Purchasing Manager,Public Speaking,Communication
55444,14363,Sales Representative,Graphic Design,Design
55444,14363,Sales Representative,Programming,Computer Science
27081,9750,Marketing Assistant,Digital Marketing,Business
48647,20995,Business Development Coordinator,Graphic Design,Design
48647,20995,Business Development Coordinator,Creative Writing,Literature
48647,20995,Business Development Coordinator,Problem Solving,Mathematics
48647,20995,Business Development Coordinator,Digital Marketing,Business
48647,20995,Business Development Coordinator,Programming,Computer Science
48647,48079,Insurance Claims Adjuster,Data Analysis,Statistics
48647,48079,Insurance Claims Adjuster,Programming,Computer Science
48647,48079,Insurance Claims Adjuster,Digital Marketing,Business
48647,48079,Insurance Claims Adjuster,Web Development,Computer Science
48647,80656,Physical Therapy Assistant,Digital Marketing,Business
48647,3890,Network Administrator,Project Management,Business
48647,98856,Marketing Communications Manager,Data Analysis,Statistics
48647,98856,Marketing Communications Manager,Public Speaking,Communication
48647,98856,Marketing Communications Manager,Creative Writing,Literature
65331,53725,Supply Chain Analyst,Problem Solving,Mathematics
65331,53725,Supply Chain Analyst,Graphic Design,Design
65331,53725,Supply Chain Analyst,Creative Writing,Literature
65331,47708,HR Coordinator,Marketing,Business
65331,47708,HR Coordinator,Public Speaking,Communication
65331,47708,HR Coordinator,Creative Writing,Literature
73198,13567,Software Developer,Project Management,Business
73198,98753,User Experience Researcher,Data Analysis,Statistics
73198,98753,User Experience Researcher,Public Speaking,Communication
73198,98753,User Experience Researcher,Web Development,Computer Science
73198,50885,Digital Marketing Specialist,Graphic Design,Design
84550,26386,Insurance Agent,Creative Writing,Literature
84550,70634,Supply Chain Analyst,Public Speaking,Communication
84550,53619,Lawyer,Problem Solving,Mathematics
84550,53619,Lawyer,Web Development,Computer Science
71079,23985,Public Relations Manager,Problem Solving,Mathematics
71079,23985,Public Relations Manager,Digital Marketing,Business
71079,23985,Public Relations Manager,Creative Writing,Literature
71079,23985,Public Relations Manager,Web Development,Computer Science
71079,5991,Data Scientist,Marketing,Business
71079,5991,Data Scientist,Project Management,Business
71079,5991,Data Scientist,Public Speaking,Communication
71079,5991,Data Scientist,Creative Writing,Literature
46360,46976,Data Scientist,Data Analysis,Statistics
46360,46976,Data Scientist,Problem Solving,Mathematics
46360,46976,Data Scientist,Project Management,Business
46360,94529,Graphic Artist,Data Analysis,Statistics
46360,94529,Graphic Artist,Digital Marketing,Business
46360,94529,Graphic Artist,Creative Writing,Literature
56967,61483,Medical Technologist,Web Development,Computer Science
84358,44013,Occupational Therapist Assistant,Public Speaking,Communication
84358,44013,Occupational Therapist Assistant,Creative Writing,Literature
84358,45130,Dental Hygienist,Marketing,Business
84358,45130,Dental Hygienist,Project Management,Business
84358,45130,Dental Hygienist,Public Speaking,Communication
84358,76875,Marketing Coordinator,Data Analysis,Statistics
84358,76875,Marketing Coordinator,Graphic Design,Design
84358,76875,Marketing Coordinator,Creative Writing,Literature
84358,76875,Marketing Coordinator,Programming,Computer Science
84358,80656,Compliance Officer,Graphic Design,Design
84358,19248,HR Director,Graphic Design,Design
84358,19248,HR Director,Digital Marketing,Business
84358,19248,HR Director,Problem Solving,Mathematics
65704,17694,Business Systems Analyst,Data Analysis,Statistics
65704,17694,Business Systems Analyst,Digital Marketing,Business
65704,17694,Business Systems Analyst,Public Speaking,Communication
65704,2449,Content Manager,Problem Solving,Mathematics
65704,91043,IT Security Specialist,Programming,Computer Science
32673,9361,Product Marketing Manager,Graphic Design,Design
32673,9361,Product Marketing Manager,Web Development,Computer Science
32673,14547,Recruiting Coordinator,Data Analysis,Statistics
32673,14547,Recruiting Coordinator,Problem Solving,Mathematics
32673,14547,Recruiting Coordinator,Public Speaking,Communication
32673,14547,Recruiting Coordinator,Programming,Computer Science
32673,50900,Sales Support Specialist,Graphic Design,Design
32673,50900,Sales Support Specialist,Marketing,Business
32673,15223,Technical Support Engineer,Data Analysis,Statistics
32673,15223,Technical Support Engineer,Problem Solving,Mathematics
32673,15223,Technical Support Engineer,Digital Marketing,Business
72000,89086,Insurance Claims Adjuster,Data Analysis,Statistics
72000,89086,Insurance Claims Adjuster,Marketing,Business
72000,83904,Social Media Manager,Data Analysis,Statistics
72000,83904,Social Media Manager,Graphic Design,Design
72000,83904,Social Media Manager,Creative Writing,Literature
26024,81829,HR Director,Digital Marketing,Business
